"Origin","Reside","Age","Gender","BldGrp","InRel","BldGrp_Prtnr","help_Ppl","Enyj_Grp","Chs_Wrds_Care","Take_Chrg","Get_Nervs_Talkng","Like_Ordr","Get_Upset","Modest_Achieve","Adventure","Enjy_attentn","Variety_Routine","Feel_Emo","Hard_Trust_Ppl","Avoid_Arguing","Avoid_alone","Detail_Orntd","Focus_on_present","Go_With_Flow","Talk_abt_Own_Feelngs","Fun_Party_Aftr_Wrk","Rarely_Insecure","AgeGroup"
"China","Canada",32,"Female","O+","Yes","I don't know","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Disagree","Neutral","Agree","Agree","Agree","Disagree","Disagree","30 - 39"
"Zimbabwe","USA",28,"Male","O+","Yes","I don't know","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Neutral","Disagree","Agree","Disagree","Neutral","20 - 29"
"USA","USA",39,"Female","O-","Yes","I don't know","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","30 - 39"
"India","India",33,"Male","AB+","Yes","O+","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","30 - 39"
"Nigeria","USA",21,"Female","A+","No","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Neutral","Disagree","Agree","20 - 29"
"Senegal","Senegal",34,"Female","B+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly agree","Strongly agree","Agree","Agree","Neutral","Strongly agree","Disagree","Agree","Agree","Neutral","Neutral","30 - 39"
"Canada","Canada",26,"Female","B+","Yes","I don't know","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Neutral","Strongly agree","Strongly disagree","Disagree","20 - 29"
"USA","USA",21,"Male","A-","Yes","O-","Strongly Agree","Disagree","Disagree","Agree","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","Disagree","Disagree","Strongly disagree","Neutral","Neutral","Neutral","Neutral","20 - 29"
"Nigeria","Hong Kong",27,"Female","O+","No","I don't know","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Strongly agree","Strongly agree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","20 - 29"
"Côte d'Ivoire","USA",25,"Male","A+","No","N/A","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Strongly agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Disagree","Agree","Strongly agree","20 - 29"
"India","Hong Kong",39,"Male","O+","Yes","A+","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","30 - 39"
"Canada","Canada",31,"Female","O+","Yes","I don't know","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","30 - 39"
"Nigeria","USA",39,"Male","O+","Yes","AB+","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","30 - 39"
"Vietnam","USA",20,"Female","O+","Yes","B+","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly agree","Disagree","Neutral","Neutral","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Neutral","Strongly disagree","Strongly disagree","20 - 29"
"India","India",22,"Male","O+","Yes","A+","Agree","Neutral","Agree","Agree","Strongly disagree","Strongly Agree","Neutral","Agree","Agree","Strongly agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Disagree","20 - 29"
"India","India",31,"Male","B+","Yes","B+","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly disagree","Neutral","Disagree","Disagree","Strongly disagree","Strongly agree","30 - 39"
"India","Canada",25,"Male","B+","No","I don't know","Agree","Neutral","Disagree","Neutral","Disagree","Strongly disagree","Disagree","Neutral","Agree","Neutral","Strongly agree","Neutral","Neutral","Strongly disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","20 - 29"
"India","Canada",25,"Female","A+","Yes","I don't know","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","20 - 29"
"Canada","Canada",28,"Female","B+","Yes","I don't know","Neutral","Neutral","Disagree","Neutral","Neutral","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Strongly disagree","Agree","Disagree","Agree","Agree","Agree","Strongly disagree","Disagree","20 - 29"
"India","India",20,"Female","O+","No","N/A","Neutral","Agree","Neutral","Neutral","Agree","Agree","Disagree","Agree","Disagree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","20 - 29"
"Nigeria","Lagos",25,"Female","O+","No","I don't know","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Strongly agree","Neutral","Agree","Strongly disagree","Agree","Neutral","Neutral","Agree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",26,"Female","O+","No","I don't know","Neutral","Strongly Agree","Neutral","Agree","Strongly disagree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","20 - 29"
"Nigeria","Nigeria",32,"Male","O+","Yes","O+","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Agree","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","30 - 39"
"Nigeria","Nigeria",26,"Female","A+","Yes","A+","Neutral","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Neutral","Strongly disagree","Agree","20 - 29"
"Nigeria","Nigeria",31,"Female","B-","No","O+","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","30 - 39"
"USA","USA",65,"Female","B+","Yes","O+","Strongly Agree","Agree","Neutral","Agree","Neutral","Strongly Agree","Neutral","Neutral","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Neutral","Neutral","Disagree","Disagree","Disagree","Strongly disagree","Neutral","60 - 69"
"Nigeria","Nigeria",27,"Female","O-","No","N/A","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Disagree","Agree","Neutral","Strongly agree","Neutral","Neutral","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly agree","20 - 29"
"Nigeria","Nigeria",27,"Male","O-","Yes","O+","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly disagree","Agree","Agree","Neutral","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Neutral","Agree","Disagree","Strongly agree","Disagree","Agree","Agree","20 - 29"
"India","Ireland",27,"Female","O+","No","N/A","Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","Strongly Agree","Neutral","Agree","Agree","Strongly agree","Strongly agree","Neutral","Agree","Strongly disagree","Agree","Neutral","Agree","Agree","Disagree","Strongly disagree","20 - 29"
"Nigeria","Nigeria",26,"Female","O+","No","N/A","Strongly Agree","Disagree","Strongly Agree","Neutral","Disagree","Strongly disagree","Agree","Strongly agree","Agree","Strongly disagree","Neutral","Agree","Neutral","Strongly agree","Strongly disagree","Neutral","Disagree","Neutral","Agree","Strongly disagree","Agree","20 - 29"
